normalized	headword	source	sourceUrl
-ITIN	-itin	kuwiktionary	https://ku.wiktionary.org/wiki/-itin
-IŞTIN	-iştin	kuwiktionary	https://ku.wiktionary.org/wiki/-iştin
-JEN	-jen	kuwiktionary	https://ku.wiktionary.org/wiki/-jen
-K	-k	kuwiktionary	https://ku.wiktionary.org/wiki/-k
-K-	-k-	kuwiktionary	https://ku.wiktionary.org/wiki/-k-
-KEN-	-ken-	kuwiktionary	https://ku.wiktionary.org/wiki/-ken-
-KER	-ker	kuwiktionary	https://ku.wiktionary.org/wiki/-ker
-KO	-ko	kuwiktionary	https://ku.wiktionary.org/wiki/-ko
-KUJ	-kuj	kuwiktionary	https://ku.wiktionary.org/wiki/-kuj
-KUJÎ	-kujî	kuwiktionary	https://ku.wiktionary.org/wiki/-kujî
-KÊŞ	-kêş	kuwiktionary	https://ku.wiktionary.org/wiki/-kêş
-KÊŞ-	-kêş-	kuwiktionary	https://ku.wiktionary.org/wiki/-kêş-
-KÊŞÎ	-kêşî	kuwiktionary	https://ku.wiktionary.org/wiki/-kêşî
-LENDA	-lenda	kuwiktionary	https://ku.wiktionary.org/wiki/-lenda
-LENDAYÎ	-lendayî	kuwiktionary	https://ku.wiktionary.org/wiki/-lendayî
-M	-m	kuwiktionary	https://ku.wiktionary.org/wiki/-m
-MA	-ma	kuwiktionary	https://ku.wiktionary.org/wiki/-ma
-MAN	-man	kuwiktionary	https://ku.wiktionary.org/wiki/-man
-MANÎ	-manî	kuwiktionary	https://ku.wiktionary.org/wiki/-manî
-MEDAR	-medar	kuwiktionary	https://ku.wiktionary.org/wiki/-medar
-MEND	-mend	kuwiktionary	https://ku.wiktionary.org/wiki/-mend
-MENDTÎ	-mendtî	kuwiktionary	https://ku.wiktionary.org/wiki/-mendtî
-MENDÎ	-mendî	kuwiktionary	https://ku.wiktionary.org/wiki/-mendî
-MENDÎTÎ	-mendîtî	kuwiktionary	https://ku.wiktionary.org/wiki/-mendîtî
-MENT	-ment	kuwiktionary	https://ku.wiktionary.org/wiki/-ment
-MENÎ	-menî	kuwiktionary	https://ku.wiktionary.org/wiki/-menî
-MIJ	-mij	kuwiktionary	https://ku.wiktionary.org/wiki/-mij
-MIR	-mir	kuwiktionary	https://ku.wiktionary.org/wiki/-mir
-MIR-	-mir-	kuwiktionary	https://ku.wiktionary.org/wiki/-mir-
-MÊJ	-mêj	kuwiktionary	https://ku.wiktionary.org/wiki/-mêj
-MÊJÎ	-mêjî	kuwiktionary	https://ku.wiktionary.org/wiki/-mêjî
-MÎŞ KIRIN	-mîş kirin	kuwiktionary	https://ku.wiktionary.org/wiki/-mîş_kirin
-N	-n	kuwiktionary	https://ku.wiktionary.org/wiki/-n
-NAK	-nak	kuwiktionary	https://ku.wiktionary.org/wiki/-nak
-NAKÎ	-nakî	kuwiktionary	https://ku.wiktionary.org/wiki/-nakî
-NAME	-name	kuwiktionary	https://ku.wiktionary.org/wiki/-name
-NAS	-nas	kuwiktionary	https://ku.wiktionary.org/wiki/-nas
-NAZ	-naz	kuwiktionary	https://ku.wiktionary.org/wiki/-naz
-NAZÎ	-nazî	kuwiktionary	https://ku.wiktionary.org/wiki/-nazî
-NC-	-nc-	kuwiktionary	https://ku.wiktionary.org/wiki/-nc-
-NIVÎS	-nivîs	kuwiktionary	https://ku.wiktionary.org/wiki/-nivîs
-NÎ	-nî	kuwiktionary	https://ku.wiktionary.org/wiki/-nî
-O	-o	kuwiktionary	https://ku.wiktionary.org/wiki/-o
-O-	-o-	kuwiktionary	https://ku.wiktionary.org/wiki/-o-
-ONEK	-onek	kuwiktionary	https://ku.wiktionary.org/wiki/-onek
-OR	-or	kuwiktionary	https://ku.wiktionary.org/wiki/-or
-OX	-ox	kuwiktionary	https://ku.wiktionary.org/wiki/-ox
-PARÊZ	-parêz	kuwiktionary	https://ku.wiktionary.org/wiki/-parêz
-PARÊZÎ	-parêzî	kuwiktionary	https://ku.wiktionary.org/wiki/-parêzî
-PERIST	-perist	kuwiktionary	https://ku.wiktionary.org/wiki/-perist
-PERISTÎ	-peristî	kuwiktionary	https://ku.wiktionary.org/wiki/-peristî
-PERWER	-perwer	kuwiktionary	https://ku.wiktionary.org/wiki/-perwer
-PERÊS	-perês	kuwiktionary	https://ku.wiktionary.org/wiki/-perês
-PERÊSÎ	-perêsî	kuwiktionary	https://ku.wiktionary.org/wiki/-perêsî
-REW	-rew	kuwiktionary	https://ku.wiktionary.org/wiki/-rew
-RÊS	-rês	kuwiktionary	https://ku.wiktionary.org/wiki/-rês
-SA	-sa	kuwiktionary	https://ku.wiktionary.org/wiki/-sa
-SAZ	-saz	kuwiktionary	https://ku.wiktionary.org/wiki/-saz
-SAZÎ	-sazî	kuwiktionary	https://ku.wiktionary.org/wiki/-sazî
-SIZ	-siz	kuwiktionary	https://ku.wiktionary.org/wiki/-siz
-SIZÎ	-sizî	kuwiktionary	https://ku.wiktionary.org/wiki/-sizî
-STAN	-stan	kuwiktionary	https://ku.wiktionary.org/wiki/-stan
-STANÎ	-stanî	kuwiktionary	https://ku.wiktionary.org/wiki/-stanî
-SYON	-syon	kuwiktionary	https://ku.wiktionary.org/wiki/-syon
-T	-t	kuwiktionary	https://ku.wiktionary.org/wiki/-t
-TIN	-tin	kuwiktionary	https://ku.wiktionary.org/wiki/-tin
-VE	-ve	kuwiktionary	https://ku.wiktionary.org/wiki/-ve
-W-	-w-	kuwiktionary	https://ku.wiktionary.org/wiki/-w-
-WAR	-war	kuwiktionary	https://ku.wiktionary.org/wiki/-war
-WARÎ	-warî	kuwiktionary	https://ku.wiktionary.org/wiki/-warî
-WAZ	-waz	kuwiktionary	https://ku.wiktionary.org/wiki/-waz
-WEND	-wend	kuwiktionary	https://ku.wiktionary.org/wiki/-wend
-WER	-wer	kuwiktionary	https://ku.wiktionary.org/wiki/-wer
-WER-	-wer-	kuwiktionary	https://ku.wiktionary.org/wiki/-wer-
-WERÎ	-werî	kuwiktionary	https://ku.wiktionary.org/wiki/-werî
-WÎ	-wî	kuwiktionary	https://ku.wiktionary.org/wiki/-wî
-WÎTÎ	-wîtî	kuwiktionary	https://ku.wiktionary.org/wiki/-wîtî
-XANEYÎ	-xaneyî	kuwiktionary	https://ku.wiktionary.org/wiki/-xaneyî
-XER	-xer	kuwiktionary	https://ku.wiktionary.org/wiki/-xer
-XWAZ	-xwaz	kuwiktionary	https://ku.wiktionary.org/wiki/-xwaz
-XWER	-xwer	kuwiktionary	https://ku.wiktionary.org/wiki/-xwer
-XWERÎ	-xwerî	kuwiktionary	https://ku.wiktionary.org/wiki/-xwerî
-XWÊ	-xwê	kuwiktionary	https://ku.wiktionary.org/wiki/-xwê
-XWÎN	-xwîn	kuwiktionary	https://ku.wiktionary.org/wiki/-xwîn
-Y-	-y-	kuwiktionary	https://ku.wiktionary.org/wiki/-y-
-YA	-ya	kuwiktionary	https://ku.wiktionary.org/wiki/-ya
-YAN	-yan	kuwiktionary	https://ku.wiktionary.org/wiki/-yan
-YANE	-yane	kuwiktionary	https://ku.wiktionary.org/wiki/-yane
-YAR	-yar	kuwiktionary	https://ku.wiktionary.org/wiki/-yar
-YARÎ	-yarî	kuwiktionary	https://ku.wiktionary.org/wiki/-yarî
-YE	-ye	kuwiktionary	https://ku.wiktionary.org/wiki/-ye
-YEK	-yek	kuwiktionary	https://ku.wiktionary.org/wiki/-yek
-YEKA	-yeka	kuwiktionary	https://ku.wiktionary.org/wiki/-yeka
-YEM	-yem	kuwiktionary	https://ku.wiktionary.org/wiki/-yem
-YEN	-yen	kuwiktionary	https://ku.wiktionary.org/wiki/-yen
-YET	-yet	kuwiktionary	https://ku.wiktionary.org/wiki/-yet
-YETÎ	-yetî	kuwiktionary	https://ku.wiktionary.org/wiki/-yetî
-YÊ	-yê	kuwiktionary	https://ku.wiktionary.org/wiki/-yê
-YÎ	-yî	kuwiktionary	https://ku.wiktionary.org/wiki/-yî
-YÎN	-yîn	kuwiktionary	https://ku.wiktionary.org/wiki/-yîn
-ZA-	-za-	kuwiktionary	https://ku.wiktionary.org/wiki/-za-
-ZAN	-zan	kuwiktionary	https://ku.wiktionary.org/wiki/-zan
-ZANÎ	-zanî	kuwiktionary	https://ku.wiktionary.org/wiki/-zanî
-ZAR	-zar	kuwiktionary	https://ku.wiktionary.org/wiki/-zar
-ZARÎ	-zarî	kuwiktionary	https://ku.wiktionary.org/wiki/-zarî
-ZEDE	-zede	kuwiktionary	https://ku.wiktionary.org/wiki/-zede
-ZÎ	-zî	kuwiktionary	https://ku.wiktionary.org/wiki/-zî
-ÇE	-çe	kuwiktionary	https://ku.wiktionary.org/wiki/-çe
-ÇÎ	-çî	kuwiktionary	https://ku.wiktionary.org/wiki/-çî
-ÇÎTÎ	-çîtî	kuwiktionary	https://ku.wiktionary.org/wiki/-çîtî
-Ê	-ê	kuwiktionary	https://ku.wiktionary.org/wiki/-ê
-Ê-	-ê-	kuwiktionary	https://ku.wiktionary.org/wiki/-ê-
-ÊD	-êd	kuwiktionary	https://ku.wiktionary.org/wiki/-êd
-ÊK	-êk	kuwiktionary	https://ku.wiktionary.org/wiki/-êk
-ÊM	-êm	kuwiktionary	https://ku.wiktionary.org/wiki/-êm
-ÊN	-ên	kuwiktionary	https://ku.wiktionary.org/wiki/-ên
-ÊR	-êr	kuwiktionary	https://ku.wiktionary.org/wiki/-êr
-ÊT	-êt	kuwiktionary	https://ku.wiktionary.org/wiki/-êt
-ÊY	-êy	kuwiktionary	https://ku.wiktionary.org/wiki/-êy
-ÎK	-îk	kuwiktionary	https://ku.wiktionary.org/wiki/-îk
-ÎN	-în	kuwiktionary	https://ku.wiktionary.org/wiki/-în
-ÎN-	-în-	kuwiktionary	https://ku.wiktionary.org/wiki/-în-
-ÎNE	-îne	kuwiktionary	https://ku.wiktionary.org/wiki/-îne
-ÎNER	-îner	kuwiktionary	https://ku.wiktionary.org/wiki/-îner
-ÎNO	-îno	kuwiktionary	https://ku.wiktionary.org/wiki/-îno
-ÎNÎ	-înî	kuwiktionary	https://ku.wiktionary.org/wiki/-înî
-ÎT	-ît	kuwiktionary	https://ku.wiktionary.org/wiki/-ît
-ÎTÎ	-îtî	kuwiktionary	https://ku.wiktionary.org/wiki/-îtî
-ÎŞ	-îş	kuwiktionary	https://ku.wiktionary.org/wiki/-îş
-ÎŞK	-îşk	kuwiktionary	https://ku.wiktionary.org/wiki/-îşk
-Û-	-û-	kuwiktionary	https://ku.wiktionary.org/wiki/-û-
-ÛK	-ûk	kuwiktionary	https://ku.wiktionary.org/wiki/-ûk
-ÛN	-ûn	kuwiktionary	https://ku.wiktionary.org/wiki/-ûn
-ŞEM	-şem	kuwiktionary	https://ku.wiktionary.org/wiki/-şem
-ŞEN	-şen	kuwiktionary	https://ku.wiktionary.org/wiki/-şen
-ŞO	-şo	kuwiktionary	https://ku.wiktionary.org/wiki/-şo
-ŞTIN	-ştin	kuwiktionary	https://ku.wiktionary.org/wiki/-ştin
-ŞÊ-	-şê-	kuwiktionary	https://ku.wiktionary.org/wiki/-şê-
1000EM	1000em	kuwiktionary	https://ku.wiktionary.org/wiki/1000em
1000EMÎ	1000emî	kuwiktionary	https://ku.wiktionary.org/wiki/1000emî
100EM	100em	kuwiktionary	https://ku.wiktionary.org/wiki/100em
10EM	10em	kuwiktionary	https://ku.wiktionary.org/wiki/10em
10EMÎ	10emî	kuwiktionary	https://ku.wiktionary.org/wiki/10emî
11EM	11em	kuwiktionary	https://ku.wiktionary.org/wiki/11em
11EMÎ	11emî	kuwiktionary	https://ku.wiktionary.org/wiki/11emî
12EM	12em	kuwiktionary	https://ku.wiktionary.org/wiki/12em
12EMÎ	12emî	kuwiktionary	https://ku.wiktionary.org/wiki/12emî
14EM	14em	kuwiktionary	https://ku.wiktionary.org/wiki/14em
14EMÎ	14emî	kuwiktionary	https://ku.wiktionary.org/wiki/14emî
15EM	15em	kuwiktionary	https://ku.wiktionary.org/wiki/15em
15EMÎ	15emî	kuwiktionary	https://ku.wiktionary.org/wiki/15emî
16EM	16em	kuwiktionary	https://ku.wiktionary.org/wiki/16em
16EMÎ	16emî	kuwiktionary	https://ku.wiktionary.org/wiki/16emî
17EM	17em	kuwiktionary	https://ku.wiktionary.org/wiki/17em
17EMÎ	17emî	kuwiktionary	https://ku.wiktionary.org/wiki/17emî
